CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,CrimeHead,CrimeSubHead,PoliceStation,PoliceStationType,District,Court,EmployeeID,Officer,OfficerRank,OfficerDesignation,Status,CaseCategory,Gravity,AccusedCount,AccusedNames,VictimCount,VictimNames,Complainant,ArrestCount,ChargesheetCount,LatestChargesheetDate,ChargesheetStatus,Acts,Sections,InfoReceivedPSDate,IncidentFromDate,IncidentToDate,Latitude,Longitude,BriefFacts
421,1.0001e+17,202600006,2026-03-08,Cyber Crime,Cyberstalking,Hebbal Police Station,Police Station,Bangalore Urban,Metropolitan Magistrate Court Bengaluru,158,Ansh,Asst Sub-Inspector (ASI),Station House Officer (SHO),Under Investigation,FIR,Non-Heinous,1,Azad Sachar,2,Aayush Setty; Kai Trivedi,Zayan Kurian,0,0,,Pending,IT Act,Cheating by Personation; Identity Theft,2026-03-07 11:00:00,2026-03-07 00:00:00,2026-03-07 04:00:00,12.907604,77.487053,Vero dolor suscipit commodi facilis fugiat quae maxime perspiciatis optio occaecati beatae dicta voluptatem dolore repellat alias.
422,1.0001e+17,202600008,2026-06-17,Cyber Crime,Cyberstalking,CEN PS Cyber Crime Whitefield,CEN Police Station,Bangalore Urban,City Civil Court Bengaluru,480,Vivaan,Police Constable,Traffic Officer,Pending Trial,FIR,Non-Heinous,4,Karan Keer; Advik Mistry; Nathan Amble; Zayan Tripathi,1,Garima Parsa,Kashish Nath,3,0,,Pending,IT Act,Cheating by Personation; Computer Related Offences; Identity Theft,2026-06-17 07:00:00,2026-06-17 00:00:00,2026-06-17 06:00:00,13.069708,77.728899,Excepturi doloremque tempore laborum culpa laudantium sapiente facilis qui ipsa cumque quis deserunt magni accusamus eligendi facilis quae delectus eaque quibusdam iure quod quas.
423,1.0001e+17,202600009,2026-04-07,Narcotics & NDPS,Illicit Liquor,Cubbon Park Police Station,Police Station,Bangalore Urban,Metropolitan Magistrate Court Bengaluru,296,Vedika,Head Constable,Beat Constable,Closed - False Case,FIR,Non-Heinous,3,Gagan Vala; Udarsh Rastogi; Udyati Shenoy,1,Dalbir Narain,Balhaar Singhal,3,1,2026-05-14,Filed,NDPS Act,Consumption of Narcotic Drug; Possession/Sale of Cannabis,2026-04-06 18:00:00,2026-04-06 11:00:00,2026-04-06 12:00:00,12.917289,77.725189,Eveniet pariatur laboriosam animi repellat dicta odio cum velit natus quae molestias voluptatum praesentium.
424,1.0001e+17,202600006,2026-04-06,Crimes Against Property,Theft,Chamarajpet Police Station,Police Station,Bangalore Urban,Court of ACMM Bengaluru,316,Gopal,Asst Sub-Inspector (ASI),Crime Branch Officer,Undetected,FIR,Non-Heinous,3,Jackson Warrior; Ganga Pathak; Ojas Warrior,2,Omaja Dasgupta; Gavin Gala,Falguni Varghese,0,0,,Pending,BNS,Robbery,2026-04-05 07:00:00,2026-04-04 21:00:00,2026-04-04 23:00:00,12.873752,77.525546,Dignissimos et excepturi dolorum recusandae at harum quasi alias vitae nostrum officiis deleniti dicta sapiente voluptate accusamus repellendus dicta aspernatur nisi atque sapiente sapiente enim.
425,4.0001e+17,202600011,2026-03-16,Cyber Crime,Hacking,Mathikere Police Station,Police Station,Bangalore Urban,Special Court for NDPS Cases Bengaluru,191,David,Police Constable,Investigating Officer (IO),Pending Trial,PAR,Non-Heinous,0,,2,Arjun Dixit; Jalsa Date,Vaishnavi Muni,0,0,,Pending,IT Act,Cheating by Personation; Identity Theft,2026-03-14 02:00:00,2026-03-13 10:00:00,2026-03-13 14:00:00,12.983613,77.721261,Asperiores velit vitae ducimus reiciendis qui temporibus tenetur impedit facilis quisquam occaecati assumenda nam ratione fugiat magni libero blanditiis quo incidunt.
426,1.0001e+17,202600009,2026-04-17,Cyber Crime,Identity Theft,City Market Police Station,Police Station,Bangalore Urban,City Civil Court Bengaluru,304,Brijesh,Asst Sub-Inspector (ASI),Reserve Sub-Inspector,Under Investigation,FIR,Non-Heinous,1,Nathaniel Nagy,1,Rudra Pall,Charles Sampath; Ishanvi Korpal,0,0,,Pending,IT Act,Cheating by Personation; Identity Theft,2026-04-14 17:00:00,2026-04-14 10:00:00,2026-04-14 11:00:00,13.060197,77.689194,Quas reprehenderit a corrupti dolore porro et alias cum voluptatibus animi ut suscipit eaque provident sunt quis libero excepturi inventore accusantium velit omnis magnam.
427,1.0001e+17,202600009,2026-04-30,Traffic & Motor Vehicle Offences,Hit and Run,Byatarayanapura Police Station,Police Station,Bangalore Urban,Special Court for POCSO Cases Bengaluru,177,Liam,Sub-Inspector (SI),Crime Branch Officer,Charge Sheeted,FIR,Non-Heinous,3,Dominic Soman; Jeet Chokshi; Falan Bhagat,0,,Gaurang Baral,2,1,2026-05-24,Filed,MV Act,Duty in Accident Cases,2026-04-27 11:00:00,2026-04-27 08:00:00,2026-04-27 10:00:00,12.904548,77.451157,Sed voluptates cupiditate rem vero perferendis tempora dicta sit expedita est illum recusandae inventore perspiciatis magnam ut repellat ipsa sed amet velit illo.
428,1.0001e+17,202600003,2026-06-19,Crimes Against Women,Stalking,Pulakeshinagar Police Station,Police Station,Bangalore Urban,Metropolitan Magistrate Court Bengaluru,438,Arin,Police Constable,Beat Constable,Charge Sheeted,FIR,Non-Heinous,2,Chandran Zachariah; Chaitanya Chaudhuri,1,Geetika Chaudry,Nakul Gill,2,1,2026-09-06,Filed,BNS,Word/Gesture Insulting Modesty of Woman,2026-06-18 14:00:00,2026-06-18 06:00:00,2026-06-18 09:00:00,13.033338,77.547616,Cumque sed culpa ullam corporis unde amet omnis modi nisi unde dolorem voluptatibus necessitatibus repellat dolorum voluptatum quam iusto dolor soluta.
429,1.0001e+17,202600009,2026-04-13,Cyber Crime,Identity Theft,Indiranagar Police Station,Police Station,Bangalore Urban,City Civil Court Bengaluru,35,Ayaan,Police Constable,Circle Inspector,Closed - False Case,FIR,Non-Heinous,0,,0,,Omisha Chand,0,1,2026-07-07,Filed,IT Act,Computer Related Offences,2026-04-12 14:00:00,2026-04-12 08:00:00,2026-04-12 12:00:00,13.026204,77.722121,Dolor quisquam quisquam possimus fuga vel corrupti dolorem ipsam ea quasi rerum quia eum neque et molestias minus.
430,3.0001e+17,202600003,2026-04-09,Crimes Against Body,Murder,Sheshadripuram Police Station,Police Station,Bangalore Urban,Court of ACMM Bengaluru,354,Hardik,Police Constable,Station House Officer (SHO),Undetected,UDR,Non-Heinous,1,Manan Suresh,1,Simon Hora,Vihaan Contractor,0,0,,Pending,BNS,Attempt to Murder; Grievous Hurt; Murder,2026-04-09 03:00:00,2026-04-08 19:00:00,2026-04-08 20:00:00,12.870626,77.643182,Sit hic voluptas maiores accusamus quaerat fuga corrupti laudantium reprehenderit distinctio corporis fuga fuga sunt dolorum.
431,1.0001e+17,202600004,2026-03-12,Narcotics & NDPS,Drug Trafficking,Pulakeshinagar Police Station,Police Station,Bangalore Urban,Special Court for POCSO Cases Bengaluru,439,Ayaan,Deputy Superintendent of Police (DySP),Beat Constable,Undetected,FIR,Non-Heinous,1,Lila Jaggi,1,Vrinda Pandit,Zilmil Doctor,1,0,,Pending,NDPS Act,Consumption of Narcotic Drug; Possession/Sale of Cannabis,2026-03-10 07:00:00,2026-03-09 19:00:00,2026-03-09 19:00:00,13.036304,77.704853,Omnis accusantium nostrum eveniet ducimus officia odio distinctio quae asperiores animi suscipit unde veniam voluptatum qui.
432,1.0001e+17,202600006,2026-03-25,Crimes Against Property,Robbery,Vijayanagar Police Station,Police Station,Bangalore Urban,Fast Track Court Bengaluru,124,Yutika,Police Constable,Traffic Officer,Undetected,FIR,Non-Heinous,0,,1,Suhani Bali,Atharv Pall; Sai Suresh,0,0,,Pending,BNS,Burglary,2026-03-24 16:00:00,2026-03-24 11:00:00,2026-03-24 16:00:00,12.97961,77.743076,Modi incidunt repellat ullam nulla aspernatur modi consectetur modi reprehenderit perferendis iusto.
433,1.0001e+17,202600010,2026-03-07,Narcotics & NDPS,Possession of Narcotics,Halasuru Police Station,Police Station,Bangalore Urban,Metropolitan Magistrate Court Bengaluru,50,Udyati,Police Constable,Station House Officer (SHO),Disposed by Court,FIR,Heinous,0,,0,,Wyatt Bose,0,1,2026-05-14,Filed,NDPS Act,Consumption of Narcotic Drug; Possession of Manufactured Drugs; Possession/Sale of Cannabis,2026-03-05 20:00:00,2026-03-05 06:00:00,2026-03-05 10:00:00,12.920138,77.711079,Neque nulla quae alias esse ea accusantium odio esse veritatis commodi odio totam iste esse iusto fugiat ut nihil.
434,1.0001e+17,202600013,2026-03-03,Crimes Against Property,Burglary/House-breaking,Hebbagodi Police Station,Police Station,Bangalore Urban,Court of ASCJ Bengaluru,79,Ridhi,Asst Sub-Inspector (ASI),Traffic Officer,Undetected,FIR,Non-Heinous,1,Naveen Nadkarni,2,Wishi Chacko; Ansh Master,Vamakshi Gandhi,0,0,,Pending,BNS,Burglary; Dacoity; Robbery,2026-03-01 14:00:00,2026-03-01 12:00:00,2026-03-01 12:00:00,12.891004,77.525591,Nihil doloribus eos similique earum laborum molestias accusantium beatae dicta recusandae quos assumenda.
435,1.0001e+17,202600012,2026-03-29,Crimes Against Body,Attempt to Murder,Mathikere Police Station,Police Station,Bangalore Urban,Fast Track Court Bengaluru,189,Bhavya,Police Constable,Reserve Sub-Inspector,Pending Trial,FIR,Non-Heinous,2,Advaith Agate; Zaid Doctor,0,,Eshana Bhargava,1,0,,Pending,BNS,Attempt to Murder; Grievous Hurt; Murder,2026-03-27 12:00:00,2026-03-27 09:00:00,2026-03-27 12:00:00,12.957735,77.59761,Animi doloremque sit molestias quo id quibusdam expedita magni facilis quas alias quidem dolor provident deleniti totam doloribus similique amet minima perspiciatis voluptates.
436,1.0001e+17,202600004,2026-01-15,Crimes Against Property,Dacoity,Electronic City Police Station,Police Station,Bangalore Urban,Court of ACMM Bengaluru,92,Girish,Head Constable,Traffic Officer,Charge Sheeted,FIR,Non-Heinous,3,Ryan Bhatnagar; Oliver Khatri; Rehaan Tak,1,Dalbir Sankaran,Varenya Dhar,1,1,2026-03-13,Filed,BNS,Burglary; Robbery,2026-01-12 06:00:00,2026-01-12 02:00:00,2026-01-12 03:00:00,12.933115,77.731423,Aliquid illum eum deleniti repellendus autem odio corporis omnis consectetur deserunt voluptatibus.
437,1.0001e+17,202600015,2026-04-24,Crimes Against Property,Dacoity,Yeshwanthpur Police Station,Police Station,Bangalore Urban,Special Court for POCSO Cases Bengaluru,196,Ranveer,Sub-Inspector (SI),Circle Inspector,Closed - False Case,FIR,Non-Heinous,1,Saksham Tata,3,Chatresh Sandal; Damini Ravel; Ijaya Kade,Lila Khatri,1,1,2026-06-13,Filed,BNS,Burglary; Dacoity; Theft,2026-04-22 15:00:00,2026-04-22 10:00:00,2026-04-22 15:00:00,12.950078,77.464534,Cumque praesentium itaque labore voluptatem provident placeat animi cupiditate architecto eligendi sapiente quas autem aperiam quo maiores delectus magnam.
438,1.0001e+17,202600007,2026-05-31,Crimes Against Public Order,Public Nuisance,Kempapura Agrahara Police Station,Police Station,Bangalore Urban,Fast Track Court Bengaluru,150,Dhruv,Police Constable,Station House Officer (SHO),Under Investigation,FIR,Non-Heinous,1,Viraj Nayak,1,Matthew Gole,Jasmit Sahni,0,0,,Pending,BNS,Criminal Intimidation,2026-05-31 07:00:00,2026-05-30 23:00:00,2026-05-31 00:00:00,12.901055,77.452276,Totam iusto quia aperiam laudantium amet dicta deleniti fugit culpa vel error esse architecto fuga quos molestias tempora nulla officia incidunt saepe ipsum.
439,1.0001e+17,202600006,2026-01-10,Economic Offences,Counterfeiting,Banashankari Police Station,Police Station,Bangalore Urban,City Civil Court Bengaluru,227,Jatin,Asst Sub-Inspector (ASI),Circle Inspector,Charge Sheeted,FIR,Non-Heinous,0,,1,Kamya Bandi,Dhruv Deep,0,1,2026-03-02,Filed,BNS,Cheating; Mischief,2026-01-09 12:00:00,2026-01-09 02:00:00,2026-01-09 03:00:00,12.9723,77.600549,Aperiam cum quasi ex fugit inventore iusto tempora dolorum laboriosam quaerat eaque cupiditate repellat cumque quam soluta ullam minima id.
440,1.0001e+17,202600009,2026-03-07,Narcotics & NDPS,Illicit Liquor,Jayanagar Police Station,Police Station,Bangalore Urban,Special Court for POCSO Cases Bengaluru,255,Leena,Police Constable,Beat Constable,Charge Sheeted,FIR,Non-Heinous,4,Zayan Barad; Faris Suri; Wahab Deo; Ridhi Minhas,0,,Tanish Comar,4,1,2026-04-29,Filed,NDPS Act,Consumption of Narcotic Drug; Possession of Manufactured Drugs; Possession/Sale of Cannabis,2026-03-05 21:00:00,2026-03-05 10:00:00,2026-03-05 13:00:00,12.987557,77.604399,Similique suscipit laborum iure voluptas harum esse consequuntur ullam rem minima quas saepe pariatur autem officiis sit labore incidunt officia deleniti.
441,1.0001e+17,202600003,2026-02-13,Traffic & Motor Vehicle Offences,Rash Driving,Rajajinagar Police Station,Police Station,Bangalore Urban,Court of ACMM Bengaluru,130,Daksha,Sub-Inspector (SI),Circle Inspector,Pending Trial,FIR,Non-Heinous,3,Harrison Sha; Atharv Dugal; Charan Bath,1,Qabil Guha,Vasana Amble,2,0,,Pending,MV Act,Dangerous Driving,2026-02-12 18:00:00,2026-02-12 13:00:00,2026-02-12 18:00:00,12.975365,77.69992,Deserunt at earum laudantium omnis enim veniam culpa excepturi esse tempore vel aliquam nobis veritatis temporibus eaque quam quam suscipit nostrum maxime temporibus quos ad.
442,1.0001e+17,202600006,2026-03-11,Narcotics & NDPS,Drug Trafficking,Adugodi Police Station,Police Station,Bangalore Urban,Court of ASCJ Bengaluru,389,Dominic,Police Constable,Beat Constable,Closed - False Case,FIR,Heinous,2,Girish Patla; Arjun Gour,0,,Matthew Ghose,2,1,2026-05-13,Filed,NDPS Act,Consumption of Narcotic Drug; Possession of Manufactured Drugs; Possession/Sale of Cannabis,2026-03-09 20:00:00,2026-03-09 14:00:00,2026-03-09 15:00:00,13.028762,77.517776,Error sapiente voluptas dicta cumque explicabo ipsum consequuntur rem culpa molestiae earum officia blanditiis laudantium sed accusantium deserunt asperiores saepe perferendis.
443,8.0001e+17,202600011,2026-05-23,Crimes Against Body,Murder,Whitefield Police Station,Police Station,Bangalore Urban,Court of ASCJ Bengaluru,69,Mitesh,Police Constable,Women's Cell Officer,Closed - False Case,Zero FIR,Heinous,3,Joshua Bhandari; Ubika Mann; Oliver Murty,2,Kabir Subramanian; Aryan Dhingra,Amara Anand,1,1,2026-08-01,Filed,BNS,Murder,2026-05-21 12:00:00,2026-05-20 21:00:00,2026-05-21 00:00:00,12.852131,77.589572,Veniam tempore error aliquid odio dicta tempora ullam quos quod quod rerum fugit quam accusamus possimus ipsam voluptates.
444,1.0001e+17,202600007,2026-02-21,Crimes Against Public Order,Unlawful Assembly,Viveknagar Police Station,Police Station,Bangalore Urban,Special Court for NDPS Cases Bengaluru,393,Nimrat,Police Constable,Beat Constable,Under Investigation,FIR,Non-Heinous,3,Fiyaz Kaul; Nihal Keer; Fariq Ramachandran,1,Brinda Bhavsar,Rudra Pau,2,0,,Pending,BNS,Criminal Intimidation,2026-02-20 10:00:00,2026-02-20 06:00:00,2026-02-20 07:00:00,12.954413,77.564911,Cumque impedit neque autem ut ab quasi expedita vel enim ad porro fugiat repellendus pariatur ipsam optio perspiciatis eveniet deserunt officiis necessitatibus aliquid cum inventore.
445,1.0001e+17,202600007,2026-06-16,Crimes Against Body,Grievous Hurt,Hebbal Police Station,Police Station,Bangalore Urban,Special Court for NDPS Cases Bengaluru,165,Hema,Inspector of Police,Circle Inspector,Charge Sheeted,FIR,Non-Heinous,0,,1,Kamya Dey,Warinder Bhalla,0,1,2026-07-18,Filed,BNS,Attempt to Murder,2026-06-15 22:00:00,2026-06-15 17:00:00,2026-06-15 21:00:00,13.048384,77.716166,Doloremque voluptatem hic reprehenderit eum eum soluta omnis numquam voluptatem tempore labore fuga deleniti incidunt voluptates.
446,4.0001e+17,202600009,2026-05-20,Traffic & Motor Vehicle Offences,Rash Driving,Upparpete Police Station,Police Station,Bangalore Urban,Metropolitan Magistrate Court Bengaluru,330,Ati,Head Constable,Women's Cell Officer,Disposed by Court,PAR,Non-Heinous,1,Vivaan Kala,1,Devika Chaudhuri,Amruta Sur,0,1,2026-08-10,Filed,MV Act,Dangerous Driving; Driving without Insurance; Duty in Accident Cases,2026-05-18 20:00:00,2026-05-18 07:00:00,2026-05-18 12:00:00,13.020926,77.688099,Blanditiis consequatur eum amet eos sequi dolores magni sed accusamus quas.
447,4.0001e+17,202600010,2026-02-22,Traffic & Motor Vehicle Offences,Rash Driving,Ashok Nagar Police Station,Police Station,Bangalore Urban,Court of ACMM Bengaluru,351,Lohit,Police Sub-Inspector (PSI),Beat Constable,Under Investigation,PAR,Non-Heinous,2,Alexander Bhagat; Jonathan Khanna,1,Mason Sani,Naveen Mitra,1,0,,Pending,MV Act,Duty in Accident Cases,2026-02-21 00:00:00,2026-02-20 18:00:00,2026-02-20 22:00:00,13.075651,77.460715,Adipisci provident quae debitis alias nemo est exercitationem sint natus blanditiis praesentium quam necessitatibus veritatis labore officiis.
448,1.0001e+17,202600010,2026-03-30,Crimes Against Property,Dacoity,City Market Police Station,Police Station,Bangalore Urban,Court of ASCJ Bengaluru,306,Kavya,Police Constable,Crime Branch Officer,Under Investigation,FIR,Non-Heinous,1,Qarin Sachdev,1,Wriddhish Raval,Orinder Guha,1,0,,Pending,BNS,Dacoity; Robbery,2026-03-29 07:00:00,2026-03-29 04:00:00,2026-03-29 05:00:00,12.94739,77.748165,Animi in omnis maiores sunt praesentium vitae at odio adipisci eum modi dolor accusamus blanditiis recusandae laborum iusto repellendus cupiditate illum eum qui at.
449,3.0001e+17,202600011,2026-04-23,Crimes Against Property,Theft,City Market Police Station,Police Station,Bangalore Urban,Court of ACMM Bengaluru,300,Raagini,Police Constable,Crime Branch Officer,Pending Trial,UDR,Non-Heinous,1,Yatin Doctor,1,Nikita Manne,Onkar Sharaf; Upadhriti Luthra,1,0,,Pending,BNS,Burglary; Dacoity; Theft,2026-04-21 21:00:00,2026-04-21 17:00:00,2026-04-21 18:00:00,12.858481,77.688722,Quia culpa deserunt officia labore sunt accusantium ipsam rerum quidem explicabo maiores id a aspernatur dolorem sit deleniti eligendi nam possimus officia.
450,1.0001e+17,202600010,2026-02-17,Crimes Against Body,Murder,Jayanagar Police Station,Police Station,Bangalore Urban,Court of ACMM Bengaluru,253,Upadhriti,Police Constable,Crime Branch Officer,Charge Sheeted,FIR,Non-Heinous,1,Wyatt Prakash,1,Praneel Khatri,Udant Nagi,0,1,2026-04-20,Filed,BNS,Attempt to Murder; Murder,2026-02-14 20:00:00,2026-02-14 11:00:00,2026-02-14 15:00:00,13.003287,77.711591,Eveniet autem deleniti minima eveniet autem sit animi impedit eos animi eos ipsam porro ea fugit tempore.
451,1.0001e+17,202600011,2026-05-22,Narcotics & NDPS,Possession of Narcotics,Halasuru Police Station,Police Station,Bangalore Urban,Metropolitan Magistrate Court Bengaluru,47,Chakradev,Asst Sub-Inspector (ASI),Circle Inspector,Pending Trial,FIR,Heinous,1,Gautam Ghosh,1,Onveer Sahota,Adya Grover,1,0,,Pending,NDPS Act,Consumption of Narcotic Drug; Possession of Manufactured Drugs; Possession/Sale of Cannabis,2026-05-21 04:00:00,2026-05-20 18:00:00,2026-05-20 21:00:00,12.985547,77.528139,Laboriosam ad doloribus dolores dicta repudiandae veritatis eum reiciendis error neque deserunt tenetur maiores nihil recusandae minima laudantium quae labore nemo error corrupti dolore.
452,4.0001e+17,202600014,2026-01-03,Narcotics & NDPS,Possession of Narcotics,Hebbagodi Police Station,Police Station,Bangalore Urban,City Civil Court Bengaluru,81,Jeevika,Asst Sub-Inspector (ASI),Crime Branch Officer,Under Investigation,PAR,Heinous,3,Chandresh Goyal; Dhruv Parmar; Imaran Sengupta,1,Jyoti Rao,Gunbir Mall; Radha Dar,2,0,,Pending,NDPS Act,Consumption of Narcotic Drug; Possession of Manufactured Drugs,2025-12-31 21:00:00,2025-12-31 15:00:00,2025-12-31 19:00:00,12.946629,77.665438,Fugit occaecati placeat recusandae quaerat reprehenderit excepturi recusandae nisi vero eum nulla similique quis possimus corporis culpa et officiis.
453,1.0001e+17,202600011,2026-06-24,Traffic & Motor Vehicle Offences,Hit and Run,Jayanagar Police Station,Police Station,Bangalore Urban,Metropolitan Magistrate Court Bengaluru,257,Om,Police Constable,Investigating Officer (IO),Charge Sheeted,FIR,Non-Heinous,1,Luke Lad,3,Vyanjana Chakraborty; Faras Shroff; Mohammed Sanghvi,Anay Nori,1,1,2026-08-21,Filed,MV Act,Duty in Accident Cases,2026-06-22 09:00:00,2026-06-21 21:00:00,2026-06-22 02:00:00,12.985162,77.609507,Eligendi similique tempore deleniti voluptatum vitae harum soluta veniam quasi facilis.
454,1.0001e+17,202600006,2026-04-25,Crimes Against Body,Attempt to Murder,Ramamurthy Nagar Police Station,Police Station,Bangalore Urban,Special Court for NDPS Cases Bengaluru,25,Chandresh,Police Constable,Cyber Cell Officer,Under Investigation,FIR,Heinous,1,Amol Sunder,0,,Forum Subramaniam,1,0,,Pending,BNS,Grievous Hurt,2026-04-22 19:00:00,2026-04-22 10:00:00,2026-04-22 14:00:00,12.857569,77.711019,Sunt repudiandae totam nulla pariatur harum quas nesciunt ad hic vel unde.
455,4.0001e+17,202600008,2026-02-21,Cyber Crime,Cyberstalking,Banasawadi Police Station,Police Station,Bangalore Urban,City Civil Court Bengaluru,14,Pahal,Police Sub-Inspector (PSI),Reserve Sub-Inspector,Undetected,PAR,Non-Heinous,1,Gabriel Doshi,1,Harrison Saraf,Urmi Shroff,1,0,,Pending,IT Act,Cheating by Personation; Identity Theft,2026-02-20 04:00:00,2026-02-20 02:00:00,2026-02-20 03:00:00,12.987849,77.631218,Cumque rem facilis dignissimos enim eius quidem recusandae amet quia ab incidunt repudiandae ex praesentium.
